gen,best_fitness,best_dice_ref,best_dice_k1,mean_fitness,mean_sigma
0,0.5843104,0.5843104,0.51994854,0.23004629,0.02
1,0.5843104,0.5843104,0.51994854,0.38928664,0.02423584
2,0.6249925,0.6249925,0.5321782,0.4814262,0.027824193
3,0.6249925,0.6249925,0.5321782,0.507464,0.031184651
4,0.6249925,0.6249925,0.5321782,0.5163519,0.033205744
5,0.6249925,0.6249925,0.5321782,0.5209474,0.037033897
6,0.6249925,0.6249925,0.5321782,0.50516534,0.037384573
7,0.6249925,0.6249925,0.5321782,0.5190123,0.03678841
8,0.6249925,0.6249925,0.5321782,0.51086634,0.038583305
9,0.6548924,0.6548924,0.55474454,0.50067055,0.04001904
10,0.6548924,0.6548924,0.55474454,0.50064826,0.04389901
11,0.6548924,0.6548924,0.55474454,0.51064855,0.046009384
12,0.6548924,0.6548924,0.55474454,0.5173654,0.045061216
13,0.6548924,0.6548924,0.55474454,0.52135277,0.044697173
14,0.6548924,0.6548924,0.55474454,0.5180501,0.045059137
15,0.6548924,0.6548924,0.55474454,0.5173375,0.047508
16,0.6548924,0.6548924,0.55474454,0.5226965,0.04694889
17,0.69439495,0.69439495,0.5942857,0.52482843,0.046902586
18,0.69439495,0.69439495,0.5942857,0.49717486,0.046538137
19,0.69439495,0.69439495,0.5942857,0.5126722,0.047740754
20,0.69439495,0.69439495,0.5942857,0.50952315,0.05407832
21,0.69439495,0.69439495,0.5942857,0.5131371,0.055553153
22,0.69439495,0.69439495,0.5942857,0.51404595,0.05436161
23,0.69439495,0.69439495,0.5942857,0.51387453,0.057449006
24,0.69439495,0.69439495,0.5942857,0.51336974,0.055128504
25,0.69439495,0.69439495,0.5942857,0.5256836,0.05306064
26,0.69439495,0.69439495,0.5942857,0.52102846,0.050528154
27,0.69439495,0.69439495,0.5942857,0.5290583,0.04827091
28,0.69439495,0.69439495,0.5942857,0.540396,0.051027875
29,0.69439495,0.69439495,0.5942857,0.5335093,0.05111903
30,0.69439495,0.69439495,0.5942857,0.53016746,0.049021546
31,0.69439495,0.69439495,0.5942857,0.52376294,0.04699301
32,0.69439495,0.69439495,0.5942857,0.5362894,0.04751574
33,0.69439495,0.69439495,0.5942857,0.531888,0.047864176
34,0.69439495,0.69439495,0.5942857,0.54573965,0.04672422
35,0.69439495,0.69439495,0.5942857,0.5273273,0.049119335
