gen,best_fitness,best_dice_ref,best_dice_k1,mean_fitness,mean_sigma
0,0.87308955,0.3035105,0.26373628,0.69103926,0.02
1,0.8736717,0.36243534,0.31157896,0.79957443,0.024175124
2,0.87591696,0.4296275,0.37795275,0.8508721,0.027282976
3,0.87591696,0.4296275,0.37795275,0.8588388,0.031895887
4,0.87739766,0.44144532,0.38771594,0.86848664,0.035277043
5,0.87772787,0.50913644,0.4375,0.8715836,0.037222512
6,0.87772787,0.50913644,0.4375,0.87046134,0.041598152
7,0.87793005,0.5119347,0.44869566,0.87398857,0.040956225
8,0.87793005,0.5119347,0.44869566,0.873472,0.039218124
9,0.87793005,0.5119347,0.44869566,0.8726946,0.040615674
10,0.87793005,0.5119347,0.44869566,0.87332124,0.040927652
11,0.87793005,0.5119347,0.44869566,0.87295294,0.040598933
12,0.87793005,0.5119347,0.44869566,0.87168866,0.040189672
13,0.87793005,0.5119347,0.44869566,0.8732959,0.039729856
14,0.87793005,0.5119347,0.44869566,0.8731087,0.04248893
15,0.87819344,0.50432855,0.44561404,0.87446904,0.040714797
16,0.87819344,0.50432855,0.44561404,0.8722985,0.04267177
17,0.87819344,0.50432855,0.44561404,0.87209755,0.041714814
18,0.87834996,0.50860626,0.4483986,0.87533265,0.040844962
19,0.87834996,0.50860626,0.4483986,0.8750047,0.040384557
20,0.87834996,0.50860626,0.4483986,0.8742709,0.04009113
21,0.87834996,0.50860626,0.4483986,0.87292534,0.043141965
22,0.87834996,0.50860626,0.4483986,0.8717325,0.04221433
23,0.87834996,0.50860626,0.4483986,0.871241,0.043458812
24,0.8784226,0.49734083,0.4388489,0.8715147,0.044198968
25,0.8784226,0.49734083,0.4388489,0.8727254,0.04414152
26,0.8784226,0.49734083,0.4388489,0.8722686,0.04544806
27,0.8784226,0.49734083,0.4388489,0.87256986,0.048360385
28,0.8784226,0.49734083,0.4388489,0.8739208,0.04784379
29,0.8784226,0.49734083,0.4388489,0.8741071,0.047906112
30,0.8784226,0.49734083,0.4388489,0.87368584,0.049430866
31,0.8784226,0.49734083,0.4388489,0.87294495,0.04853909
32,0.8784226,0.49734083,0.4388489,0.8723272,0.046927974
33,0.8784226,0.49734083,0.4388489,0.87329274,0.047894955
34,0.8784226,0.49734083,0.4388489,0.87311476,0.048044894
35,0.8784658,0.5402194,0.47078463,0.8728457,0.04721636
36,0.8784658,0.5402194,0.47078463,0.874082,0.046529215
37,0.8784658,0.5402194,0.47078463,0.8742048,0.044274658
38,0.8785808,0.5011755,0.43893805,0.87432885,0.04426255
39,0.8785808,0.5011755,0.43893805,0.8743894,0.04230094
40,0.8785808,0.5011755,0.43893805,0.87473524,0.040622786
41,0.8785808,0.5011755,0.43893805,0.8751228,0.037697878
42,0.8785808,0.5011755,0.43893805,0.87509954,0.03975056
43,0.8785808,0.5011755,0.43893805,0.8752915,0.04181683
44,0.8785808,0.5011755,0.43893805,0.8751529,0.042996798
45,0.8785808,0.5011755,0.43893805,0.87522423,0.0425007
46,0.87865126,0.53102297,0.46678025,0.87451243,0.040708467
