gen,ratings,genomes
0,9;8;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.931689 0.719313 0.347680 0.021379 0.127129 0.258008 0.606954 0.182402 0.406042 0.154440 0.685293 0.130208 0.387991 0.951916;0.827130 0.007239 0.124953 0.768892 0.359503 0.232983 0.487663 0.533355 0.969292 0.328519 0.964139 0.046862 0.317248 0.733837;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.717712 0.790432 0.928800 0.175030 0.042061 0.095294 0.850777;0.675762 0.809284 0.567297 0.432318 0.180588 0.240118 0.703868 0.798390 0.080745 0.804397 0.852397 0.354704 0.502052 0.400685;0.741261 0.039539 0.090367 0.334032 0.721197 0.452596 0.571303 0.009887 0.570441 0.802089 0.701733 0.807066 0.855826 0.083684;0.140951 0.691614 0.974283 0.481671 0.881345 0.842399 0.484781 0.581313 0.512373 0.725698 0.114337 0.998958 0.996157 0.725532;0.093341 0.031048 0.667565 0.873620 0.067611 0.256485 0.296401 0.471444 0.400438 0.586464 0.068254 0.946617 0.030910 0.210917;0.168576 0.375804 0.774141 0.863077 0.597399 0.554202 0.629282 0.138716 0.846053 0.942605 0.162883 0.542451 0.969192 0.000943;0.734137 0.971810 0.362945 0.373706 0.366442 0.424936 0.581192 0.757651 0.603787 0.467571 0.795732 0.513724 0.143530 0.010273;0.592656 0.728115 0.447623 0.849177 0.721648 0.872140 0.085591 0.236394 0.205531 0.228765 0.872215 0.454368 0.993617 0.279406;0.310388 0.127833 0.542814 0.330073 0.359080 0.454926 0.354695 0.151478 0.328445 0.859474 0.674870 0.517132 0.957600 0.498241;0.360605 0.679964 0.912942 0.157110 0.323624 0.300042 0.785298 0.041958 0.694107 0.238476 0.145784 0.173608 0.320437 0.150164;0.961232 0.411396 0.824594 0.828347 0.929062 0.264773 0.848109 0.617814 0.218123 0.392961 0.536540 0.965018 0.986197 0.153341;0.768364 0.464217 0.918267 0.655373 0.020996 0.279663 0.683817 0.549696 0.183798 0.065744 0.347351 0.323603 0.467668 0.063600;0.804109 0.990997 0.924655 0.856757 0.050772 0.283002 0.857709 0.170944 0.254339 0.316949 0.171422 0.922812 0.397011 0.546926;0.427649 0.348341 0.788188 0.568505 0.805626 0.742383 0.883859 0.560217 0.876839 0.856176 0.780330 0.685179 0.599344 0.287833;0.376151 0.738747 0.613806 0.297870 0.961674 0.006283 0.324322 0.752073 0.104213 0.435919 0.301757 0.279752 0.367728 0.285005;0.633880 0.028702 0.215148 0.749238 0.456249 0.509579 0.701106 0.569835 0.365367 0.981562 0.565229 0.652578 0.377377 0.706306;0.425866 0.616559 0.392854 0.689499 0.479221 0.850827 0.327050 0.123787 0.512440 0.313638 0.769748 0.483435 0.410126 0.454789;0.456385 0.606350 0.314602 0.158279 0.330068 0.410391 0.580025 0.294015 0.062881 0.702065 0.339020 0.170822 0.273058 0.390576;0.667879 0.512753 0.776254 0.315990 0.173276 0.729221 0.513901 0.536987 0.151110 0.237043 0.045051 0.954832 0.998454 0.517952;0.920925 0.432096 0.145212 0.885130 0.900392 0.406913 0.656057 0.591743 0.841919 0.418913 0.719468 0.776368 0.521049 0.917185;0.263429 0.715674 0.385651 0.382636 0.831857 0.183066 0.953153 0.789072 0.927511 0.210529 0.769410 0.074332 0.222547 0.865215;0.448192 0.873251 0.193681 0.505976 0.669379 0.759498 0.832885 0.429808 0.274551 0.588074 0.484597 0.483984 0.917846 0.862076;0.575620 0.564457 0.530698 0.957111 0.933360 0.481041 0.079776 0.318423 0.572087 0.309294 0.442230 0.646405 0.696001 0.510121;0.410952 0.555947 0.293414 0.051613 0.860335 0.137333 0.040190 0.861975 0.450900 0.367547 0.395324 0.854509 0.195831 0.980526;0.250232 0.750203 0.036031 0.465713 0.419904 0.063748 0.820800 0.542145 0.662845 0.075696 0.831897 0.169063 0.952749 0.876374;0.048925 0.775872 0.953865 0.703440 0.578203 0.499316 0.270184 0.700056 0.165996 0.332270 0.132925 0.868257 0.116188 0.948117;0.988795 0.683958 0.623663 0.751789 0.571360 0.456014 0.925205 0.310848 0.738308 0.759891 0.432342 0.578461 0.787953 0.942888;0.091806 0.361041 0.579563 0.864547 0.821553 0.400068 0.567740 0.477656 0.506279 0.209448 0.151838 0.509139 0.089321 0.281125
1,8;8;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.137200 0.034271 0.190752 0.777963 0.190498 0.617429 0.459297 0.791188 0.951468 0.328519 0.908174 0.048143 0.202781 0.713128;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.790432 0.928800 0.175030 0.042061 0.095294 0.850777;0.775460 0.705725 0.347680 0.211313 0.186669 0.261951 0.635698 0.558428 0.455170 0.154440 0.743546 0.380240 0.362850 0.788424;0.965757 0.719313 0.347680 0.021379 0.127129 0.258008 0.606954 0.182402 0.406042 0.154440 0.685293 0.130208 0.387991 0.951916;0.931689 0.719313 0.347680 0.021379 0.127129 0.258008 0.606954 0.182402 0.406042 0.154440 0.685293 0.130208 0.387991 0.951916;0.827130 0.007239 0.124953 0.768892 0.359503 0.232983 0.487663 0.533355 0.969292 0.328519 0.808883 0.046862 0.317248 0.733837;0.333813 0.278487 0.418857 0.577695 0.993299 0.978431 0.647844 0.717712 0.790432 0.928800 0.175030 0.042061 0.095294 0.850777;0.931689 0.648365 0.347680 0.021379 0.127129 0.258008 0.606954 0.182402 0.406042 0.154440 0.685293 0.130208 0.387991 0.951916;0.612194 0.753116 0.524464 0.993426 0.069702 0.369260 0.679347 0.783392 0.155843 0.928800 0.014929 0.397360 0.430904 0.597681;0.912530 0.319358 0.418857 0.355933 0.691072 0.545668 0.592130 0.199556 0.754793 0.928800 0.490288 0.009941 0.410941 0.988584;0.849168 0.007239 0.124953 0.931100 0.359503 0.232983 0.487663 0.533355 0.969292 0.328519 0.964139 0.046862 0.317248 0.733837;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.876499 0.790432 0.928800 0.175030 0.042061 0.069823 0.850777;0.424983 0.484122 0.293414 0.782437 0.869075 0.329915 0.014651 0.888215 0.538794 0.367547 0.091421 0.801102 0.172811 0.148550;0.615918 0.348341 0.788188 0.568505 0.805626 0.742383 0.883859 0.560217 0.876839 0.998598 0.780330 0.685179 0.599344 0.287833;0.223189 0.033447 0.391993 0.848680 0.729846 0.136587 0.511406 0.759053 0.996121 0.928800 0.471865 0.044057 0.345949 0.751170;0.827130 0.007239 0.174655 0.768892 0.549113 0.232983 0.487663 0.533355 0.969292 0.328519 0.964139 0.046862 0.317248 0.733837;0.333813 0.278487 0.418857 0.896792 0.888426 0.978431 0.647844 0.717712 0.790432 0.928800 0.175030 0.042061 0.095294 0.850777;0.837591 0.701856 0.045622 0.584898 0.264192 0.232133 0.633777 0.498245 0.419850 0.328519 0.895504 0.081047 0.314847 0.999050;0.333813 0.576969 0.418857 0.896792 0.993299 0.978431 0.647844 0.638778 0.790432 0.928800 0.175030 0.042061 0.204560 0.856612;0.931689 0.874997 0.347680 0.021379 0.016314 0.282204 0.606954 0.192010 0.406042 0.154440 0.685293 0.130208 0.387991 0.951916;0.931689 0.974218 0.347680 0.021379 0.127129 0.258008 0.606954 0.182402 0.406042 0.154440 0.555277 0.130208 0.387991 0.951916;0.827130 0.007239 0.072535 0.768892 0.359503 0.232983 0.487663 0.596523 0.969292 0.464545 0.964139 0.046862 0.317248 0.733837;0.249731 0.061386 0.282123 0.841074 0.685583 0.503707 0.567426 0.749134 0.933588 0.803421 0.518797 0.044392 0.236641 0.782806;0.448192 0.873251 0.115112 0.505976 0.669379 0.828251 0.832885 0.429808 0.274551 0.588074 0.484597 0.483984 0.917846 0.862076;0.827130 0.007239 0.124953 0.768892 0.359503 0.232983 0.487663 0.533355 0.969292 0.328519 0.964139 0.169195 0.317248 0.733837;0.675762 0.809284 0.567297 0.432318 0.095231 0.240118 0.703868 0.798390 0.080745 0.804397 0.852397 0.354704 0.502052 0.400685;0.424548 0.278487 0.418857 0.933929 0.993299 0.978431 0.647844 0.717712 0.790432 0.840990 0.175030 0.042061 0.095294 0.850777;0.795937 0.738747 0.613806 0.297870 0.961674 0.006283 0.324322 0.752073 0.104213 0.435919 0.301757 0.279752 0.085813 0.285005;0.840087 0.144453 0.347680 0.738984 0.060184 0.248476 0.648068 0.489866 0.898241 0.154440 0.952983 0.154219 0.497610 0.972922;0.494366 0.413810 0.418857 0.896792 0.993299 0.978431 0.647844 0.717712 0.790432 0.928800 0.175030 0.042061 0.095294 0.850777
2,8;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.790432 0.928800 0.175030 0.215548 0.095294 0.955066;0.830580 0.253023 0.190752 0.054588 0.189065 0.129623 0.666099 0.538327 0.789780 0.328519 0.698012 0.172432 0.422435 0.895121;0.137200 0.080949 0.190752 0.777963 0.102894 0.617429 0.459297 0.791188 0.951468 0.328519 0.908174 0.048143 0.202781 0.713128;0.137200 0.034271 0.190752 0.777963 0.190498 0.617429 0.459297 0.791188 0.951468 0.328519 0.908174 0.048143 0.202781 0.713128;0.846817 0.608044 0.190752 0.277427 0.187143 0.162418 0.625512 0.532406 0.602377 0.328519 0.760994 0.339154 0.407668 0.694059;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.631431 0.928800 0.175030 0.042061 0.095294 0.850777;0.137200 0.025947 0.190752 0.704359 0.190498 0.710303 0.459297 0.791188 0.951468 0.328519 0.908174 0.048143 0.202781 0.713128;0.143844 0.145110 0.418857 0.799096 0.870212 0.822646 0.458910 0.791021 0.878380 0.928800 0.777787 0.042993 0.184439 0.712846;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.681912 0.807970 0.175030 0.042061 0.095294 0.850777;0.318182 0.042249 0.190752 0.648020 0.189086 0.493031 0.637488 0.719615 0.945571 0.328519 0.728094 0.170627 0.258796 0.789188;0.775460 0.705725 0.347680 0.211313 0.186669 0.286258 0.635698 0.558428 0.455170 0.154440 0.743546 0.380240 0.362850 0.788424;0.602735 0.174880 0.409744 0.192272 0.605629 0.346498 0.654726 0.490577 0.880775 0.928800 0.585683 0.081513 0.352039 0.833756;0.494366 0.413810 0.418857 0.896792 0.993299 0.978431 0.647844 0.717712 0.904532 0.855022 0.175030 0.042061 0.095294 0.850777;0.775460 0.705725 0.043821 0.211313 0.186669 0.261951 0.635698 0.558428 0.455170 0.154440 0.743546 0.380240 0.362850 0.788424;0.976554 0.719313 0.347680 0.021379 0.050471 0.258008 0.606954 0.182402 0.406042 0.154440 0.685293 0.130208 0.387991 0.951916;0.151257 0.319797 0.627916 0.765002 0.996500 0.056781 0.598037 0.960698 0.754410 0.928800 0.251848 0.041735 0.469746 0.973973;0.196716 0.090994 0.190752 0.783612 0.888196 0.630991 0.325468 0.811254 0.971482 0.328519 0.123098 0.822318 0.192408 0.543202;0.711474 0.707894 0.347680 0.177866 0.136109 0.263273 0.631045 0.684864 0.447326 0.154440 0.733288 0.167919 0.612720 0.678343;0.414015 0.182016 0.190752 0.921095 0.220886 0.501544 0.609253 0.587797 0.876327 0.328519 0.950339 0.123878 0.262497 0.955634;0.931689 0.974218 0.347680 0.021379 0.127129 0.258008 0.606954 0.182402 0.406042 0.154440 0.555277 0.178223 0.384421 0.951916;0.420777 0.333547 0.190752 0.384254 0.191227 0.712328 0.428216 0.687773 0.730261 0.328519 0.793790 0.015019 0.262916 0.733845;0.775460 0.705725 0.347680 0.211313 0.186669 0.261951 0.635698 0.558428 0.455170 0.154440 0.743546 0.380240 0.366507 0.788424;0.163133 0.040791 0.418857 0.786904 0.855678 0.652025 0.536843 0.790537 0.999037 0.928800 0.853010 0.043104 0.192480 0.957372;0.648070 0.374421 0.418857 0.944589 0.799849 0.715469 0.656082 0.600272 0.756191 0.928800 0.061842 0.042865 0.173590 0.856791;0.775460 0.705725 0.347680 0.211313 0.186669 0.261951 0.635698 0.558428 0.455170 0.154440 0.778389 0.380240 0.362850 0.788424;0.965757 0.719313 0.347680 0.021379 0.127129 0.258008 0.606954 0.238269 0.406042 0.154440 0.685293 0.130208 0.387991 0.951916;0.965757 0.719313 0.347680 0.021379 0.127129 0.258008 0.606954 0.083926 0.406042 0.154440 0.813619 0.130208 0.387991 0.951916;0.191079 0.323055 0.347680 0.075668 0.112608 0.470737 0.580044 0.751599 0.743044 0.154440 0.656704 0.149013 0.116893 0.978740;0.333813 0.278487 0.418857 0.896792 0.993299 0.875407 0.647844 0.786256 0.790432 0.928800 0.175030 0.042061 0.095294 0.850777;0.333813 0.278487 0.418857 0.978566 0.888426 0.978431 0.647844 0.717712 0.790432 0.928800 0.175030 0.042061 0.095294 0.850777
3,9;7;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.334643 0.052091 0.190752 0.652576 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.812523;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.929913 0.928800 0.175030 0.215548 0.095294 0.955066;0.137200 0.080949 0.190752 0.764304 0.102894 0.625545 0.459297 0.791188 0.964981 0.328519 0.908174 0.048143 0.127621 0.713128;0.311760 0.151410 0.190752 0.805070 0.746659 0.879104 0.565124 0.786810 0.904495 0.328519 0.961537 0.264438 0.052876 0.952924;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.790432 0.928800 0.175030 0.215548 0.095294 0.955066;0.137200 0.080949 0.190752 0.777963 0.102894 0.617429 0.215411 0.791188 0.951468 0.328519 0.908174 0.048143 0.202781 0.713128;0.774149 0.106115 0.230433 0.238902 0.215789 0.028643 0.730812 0.558906 0.927820 0.328519 0.768665 0.210978 0.467906 0.934509;0.307207 0.269662 0.418857 0.060817 0.537157 0.772033 0.670953 0.742356 0.790206 0.928800 0.769675 0.191094 0.174843 0.879184;0.830580 0.253023 0.190752 0.023340 0.189065 0.129623 0.666099 0.538327 0.789780 0.328519 0.698012 0.172432 0.422435 0.895121;0.269322 0.304877 0.190752 0.781430 0.461438 0.864118 0.417130 0.789441 0.768918 0.328519 0.886783 0.115553 0.129330 0.659020;0.362205 0.542307 0.418857 0.192509 0.101033 0.823374 0.629175 0.754702 0.560386 0.928800 0.688784 0.121095 0.014771 0.953628;0.830580 0.253023 0.190752 0.054588 0.189065 0.129623 0.666099 0.538327 0.748163 0.328519 0.698012 0.172432 0.422435 0.895121;0.407931 0.226714 0.190752 0.759023 0.872079 0.955159 0.529640 0.784397 0.832638 0.328519 0.974973 0.373605 0.075521 0.803390;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.821329 0.928800 0.175030 0.215548 0.095294 0.955066;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.945594 0.790432 0.928800 0.175030 0.215548 0.095294 0.955066;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.916311 0.790432 0.928800 0.175030 0.215548 0.095294 0.955066;0.784021 0.253023 0.190752 0.054588 0.189065 0.129623 0.652914 0.538327 0.789780 0.328519 0.698012 0.154670 0.422435 0.895121;0.830580 0.253023 0.190752 0.054588 0.189065 0.057426 0.666099 0.538327 0.789780 0.328519 0.698012 0.172432 0.422435 0.895121;0.830580 0.253023 0.190752 0.054588 0.189065 0.184806 0.666099 0.538327 0.789780 0.328519 0.698012 0.172432 0.422435 0.895121;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.790432 0.928800 0.251765 0.215548 0.095294 0.955066;0.775460 0.705725 0.347680 0.211313 0.186669 0.261951 0.635698 0.558428 0.455170 0.154440 0.619628 0.380240 0.362850 0.788424;0.830580 0.253023 0.190752 0.054588 0.189065 0.269063 0.666099 0.538327 0.789780 0.328519 0.698012 0.172432 0.368963 0.895121;0.187406 0.319797 0.627916 0.765002 0.996500 0.056781 0.598037 0.960698 0.754410 0.928800 0.251848 0.041735 0.469746 0.973973;0.830580 0.253023 0.190752 0.054588 0.189065 0.129623 0.666099 0.538327 0.789780 0.328519 0.698012 0.095287 0.422435 0.895121;0.137200 0.080949 0.190752 0.777963 0.102894 0.617429 0.273433 0.791188 0.951468 0.209926 0.908174 0.048143 0.202781 0.713128;0.830580 0.253023 0.190752 0.054588 0.189065 0.129623 0.793540 0.538327 0.789780 0.328519 0.698012 0.172432 0.422435 0.895121;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.681179 0.786256 0.790432 0.977082 0.175030 0.215548 0.095294 0.955066;0.830580 0.478280 0.190752 0.054588 0.189065 0.129623 0.666099 0.538327 0.789780 0.328519 0.698012 0.172432 0.422435 0.895121;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.790432 0.928800 0.175030 0.215548 0.095294 0.952949;0.277451 0.276901 0.627916 0.865227 0.994793 0.309543 0.415138 0.840113 0.791815 0.928800 0.193429 0.134415 0.367053 0.976271
4,8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.334643 0.052091 0.190752 0.652576 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.812523;0.322327 0.145902 0.418857 0.893116 0.824238 0.995530 0.680802 0.786545 0.908479 0.928800 0.206549 0.249060 0.102597 0.955920;0.341162 0.062663 0.155726 0.594916 0.242245 0.973784 0.577542 0.699921 0.970698 0.328519 0.909409 0.189263 0.006165 0.963926;0.532997 0.041509 0.190752 0.922618 0.059829 0.973512 0.620242 0.809010 0.980859 0.328519 0.101353 0.167812 0.097188 0.856249;0.333813 0.278487 0.432963 0.896792 0.993299 0.978431 0.647844 0.916311 0.790432 0.859575 0.175030 0.215548 0.095294 0.955066;0.334766 0.086497 0.418857 0.734317 0.935927 0.156841 0.412457 0.709303 0.974755 0.928800 0.739671 0.212254 0.532433 0.893758;0.334643 0.052091 0.190752 0.666351 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.764303;0.334643 0.052091 0.190752 0.652576 0.186856 0.134310 0.406649 0.719184 0.931910 0.328519 0.871746 0.169246 0.420325 0.812523;0.076081 0.005178 0.190752 0.740526 0.740947 0.695895 0.385637 0.792721 0.978433 0.328519 0.801294 0.265512 0.121176 0.618609;0.067842 0.108406 0.190752 0.790015 0.105337 0.550935 0.522158 0.792928 0.887309 0.328519 0.941829 0.021820 0.149614 0.967134;0.137200 0.080949 0.190752 0.764304 0.102894 0.625545 0.459297 0.791188 0.964981 0.328519 0.908174 0.048143 0.127621 0.985365;0.079721 0.146092 0.418857 0.600493 0.100890 0.767953 0.657849 0.800508 0.907854 0.928800 0.845322 0.126704 0.046385 0.972885;0.590222 0.151410 0.190752 0.805070 0.746659 0.879104 0.565124 0.804302 0.904495 0.328519 0.961537 0.264438 0.052876 0.952924;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.786256 0.929913 0.777307 0.175030 0.215548 0.095294 0.955066;0.333900 0.212281 0.418857 0.663994 0.063603 0.758952 0.642760 0.849499 0.845454 0.928800 0.842758 0.162169 0.005827 0.932035;0.496050 0.070277 0.190752 0.744588 0.101892 0.118231 0.470571 0.723656 0.804523 0.482382 0.886797 0.046697 0.316876 0.691846;0.137200 0.080949 0.190752 0.764304 0.102894 0.625545 0.459297 0.679434 0.964981 0.328519 0.908174 0.048143 0.127621 0.713128;0.137200 0.080949 0.190752 0.764304 0.102894 0.625545 0.459297 0.791188 0.964981 0.328519 0.908174 0.048143 0.278838 0.713128;0.334680 0.138525 0.151950 0.808479 0.689977 0.837014 0.680383 0.716217 0.960002 0.328519 0.426974 0.233732 0.024231 0.974296;0.333126 0.151410 0.190752 0.805070 0.746659 0.879104 0.565124 0.786810 0.904495 0.328519 0.961537 0.264438 0.052876 0.952924;0.328984 0.122603 0.190752 0.852307 0.280458 0.887512 0.402166 0.786378 0.957587 0.301395 0.421194 0.081526 0.103623 0.639819;0.137200 0.031228 0.190752 0.134445 0.102894 0.625545 0.478902 0.791188 0.964981 0.328519 0.908174 0.048143 0.127621 0.713128;0.106212 0.014483 0.292076 0.908881 0.953724 0.708981 0.611783 0.791965 0.976781 0.762871 0.108133 0.208107 0.264845 0.908793;0.244335 0.038123 0.190752 0.725617 0.144873 0.973705 0.421562 0.831211 0.778883 0.328519 0.877744 0.001560 0.090910 0.664707;0.334643 0.052091 0.190752 0.831297 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.414106 0.812523;0.333813 0.278487 0.418857 0.896792 0.993299 0.978431 0.647844 0.863384 0.929913 0.928800 0.175030 0.215548 0.095294 0.955066;0.311760 0.012586 0.190752 0.805070 0.746659 0.879104 0.565124 0.849987 0.904495 0.160764 0.961537 0.264438 0.052876 0.952924;0.357887 0.067896 0.104566 0.804535 0.433772 0.618914 0.594759 0.785653 0.888380 0.328519 0.960837 0.159313 0.129576 0.979924;0.367900 0.081023 0.409396 0.774111 0.090660 0.200833 0.420632 0.707057 0.964947 0.328519 0.911372 0.030497 0.380687 0.786125;0.341072 0.144915 0.190752 0.778606 0.519468 0.662967 0.357788 0.700187 0.909339 0.328519 0.945954 0.225805 0.075575 0.769236
5,7;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.333643 0.136115 0.639898 0.689263 0.962248 0.173619 0.714493 0.724656 0.915793 0.928800 0.804535 0.275796 0.405823 0.979468;0.322327 0.145902 0.418857 0.893116 0.824238 0.995530 0.688926 0.786545 0.908479 0.915890 0.206549 0.249060 0.102597 0.955920;0.322327 0.145902 0.682020 0.893116 0.824238 0.995530 0.680802 0.786545 0.908479 0.928800 0.206549 0.249060 0.151109 0.955920;0.334643 0.052091 0.190752 0.652576 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.812523;0.076081 0.005178 0.190752 0.740526 0.740947 0.684225 0.385637 0.792721 0.883706 0.328519 0.774872 0.279682 0.121176 0.618609;0.322327 0.145902 0.418857 0.893116 0.824238 0.995530 0.680802 0.786545 0.908479 0.928800 0.206549 0.200453 0.102597 0.955920;0.322327 0.328595 0.418857 0.893116 0.824238 0.995530 0.625820 0.786545 0.908479 0.928800 0.206549 0.165726 0.102597 0.915201;0.362303 0.052091 0.190752 0.536937 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.812523;0.498474 0.052091 0.190752 0.652576 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.812523;0.338746 0.128818 0.190752 0.701624 0.799345 0.741210 0.761315 0.696745 0.921246 0.328519 0.736108 0.243166 0.196422 0.998032;0.322327 0.145902 0.551525 0.893116 0.824238 0.995530 0.680802 0.786545 0.908479 0.928800 0.206549 0.249060 0.102597 0.955920;0.249011 0.052091 0.190752 0.652576 0.186856 0.134310 0.406649 0.719184 0.867616 0.328519 0.871746 0.169246 0.420325 0.812523;0.718893 0.080837 0.190752 0.666398 0.857155 0.425321 0.468641 0.783203 0.957141 0.328519 0.879884 0.185298 0.178130 0.867445;0.137200 0.080949 0.190752 0.764304 0.102894 0.625545 0.459297 0.679434 0.964981 0.328519 0.841264 0.057964 0.127621 0.713128;0.322327 0.145902 0.418857 0.893116 0.824238 0.995530 0.680802 0.786545 0.908479 0.928800 0.059047 0.249060 0.102597 0.955920;0.322327 0.145902 0.418857 0.893116 0.824238 0.995530 0.586648 0.786545 0.807929 0.928800 0.206549 0.249060 0.102597 0.955920;0.334643 0.052091 0.190752 0.652576 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.870576 0.169246 0.420325 0.812523;0.334643 0.052091 0.190752 0.652576 0.243012 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.812523;0.320703 0.169281 0.190752 0.940196 0.501278 0.103398 0.541927 0.795424 0.891008 0.328519 0.076354 0.208618 0.508022 0.987834;0.334643 0.052091 0.190752 0.652576 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.295730 0.812523;0.334643 0.052091 0.190752 0.654154 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.866133;0.334685 0.057722 0.190752 0.862788 0.138410 0.919409 0.380107 0.715829 0.977374 0.216187 0.272039 0.163036 0.022213 0.796838;0.334643 0.052091 0.256490 0.579026 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.812523;0.326739 0.324481 0.418857 0.896073 0.999059 0.952151 0.675005 0.786434 0.937348 0.777307 0.181200 0.214033 0.100167 0.955770;0.322327 0.145902 0.418857 0.893116 0.824238 0.995530 0.680802 0.809866 0.908479 0.928800 0.206549 0.249060 0.102597 0.955920;0.322327 0.145902 0.418857 0.789239 0.824238 0.995530 0.680802 0.786545 0.908479 0.928800 0.206549 0.249060 0.102597 0.955920;0.496050 0.070277 0.190752 0.744588 0.163725 0.118231 0.470571 0.723656 0.804523 0.482382 0.886797 0.046697 0.316876 0.691846;0.446210 0.052091 0.190752 0.652576 0.186856 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.812523;0.334643 0.052091 0.190752 0.775532 0.210403 0.134310 0.406649 0.719184 0.978584 0.328519 0.871746 0.169246 0.420325 0.812523;0.333391 0.106181 0.346001 0.943643 0.951095 0.334942 0.505655 0.726035 0.938163 0.928800 0.066821 0.264945 0.534240 0.864309
