gen,best_fitness,best_dice_ref,best_dice_k1,mean_fitness,mean_sigma
0,0.57493466,0.57493466,0.50498337,0.20798022,0.02
1,0.6201131,0.6201131,0.5364706,0.28297162,0.02375946
2,0.6201131,0.6201131,0.5364706,0.31428358,0.02678525
3,0.6201131,0.6201131,0.5364706,0.36355275,0.029850325
4,0.64241207,0.64241207,0.55163044,0.39527568,0.032095835
5,0.6593674,0.6593674,0.5661253,0.44411224,0.034129467
6,0.6593674,0.6593674,0.5661253,0.44139907,0.035623807
7,0.6593674,0.6593674,0.5661253,0.46449807,0.039658524
8,0.6593674,0.6593674,0.5661253,0.47785816,0.042087246
9,0.6593674,0.6593674,0.5661253,0.47529683,0.044386588
10,0.679661,0.679661,0.594533,0.4811846,0.045055285
11,0.679661,0.679661,0.594533,0.48272714,0.04543285
12,0.679661,0.679661,0.594533,0.48131055,0.04913803
13,0.679661,0.679661,0.594533,0.45453632,0.05053272
14,0.679661,0.679661,0.594533,0.4507539,0.051296607
15,0.679661,0.679661,0.594533,0.4832283,0.047406614
16,0.679661,0.679661,0.594533,0.47871697,0.048608217
17,0.679661,0.679661,0.594533,0.4938271,0.048770178
18,0.6842857,0.6842857,0.6011173,0.48490757,0.04852422
19,0.6842857,0.6842857,0.6011173,0.4823657,0.04746491
20,0.6842857,0.6842857,0.6011173,0.46344677,0.047603738
21,0.77372384,0.77372384,0.71304345,0.46670994,0.04828269
22,0.77372384,0.77372384,0.71304345,0.4617313,0.05040621
23,0.77372384,0.77372384,0.71304345,0.46094522,0.05272055
24,0.77372384,0.77372384,0.71304345,0.44867656,0.056726612
25,0.77372384,0.77372384,0.71304345,0.44419393,0.056258824
26,0.77372384,0.77372384,0.71304345,0.4752988,0.05697252
27,0.77372384,0.77372384,0.71304345,0.46602806,0.055475365
28,0.77372384,0.77372384,0.71304345,0.48256862,0.05464906
29,0.77372384,0.77372384,0.71304345,0.472136,0.052666657
30,0.77372384,0.77372384,0.71304345,0.48355365,0.05286523
31,0.77372384,0.77372384,0.71304345,0.4815668,0.054520514
32,0.77372384,0.77372384,0.71304345,0.4701231,0.05541923
33,0.77372384,0.77372384,0.71304345,0.47074664,0.055737488
34,0.77372384,0.77372384,0.71304345,0.47028118,0.057042666
35,0.77372384,0.77372384,0.71304345,0.46963865,0.055532582
36,0.77372384,0.77372384,0.71304345,0.48352313,0.055036556
37,0.77372384,0.77372384,0.71304345,0.48145404,0.055491094
38,0.77372384,0.77372384,0.71304345,0.46972048,0.05736912
39,0.77372384,0.77372384,0.71304345,0.47302037,0.058122296
40,0.77372384,0.77372384,0.71304345,0.47895306,0.056664184
41,0.77372384,0.77372384,0.71304345,0.4697805,0.05580689
42,0.77372384,0.77372384,0.71304345,0.48504868,0.05481999
43,0.77372384,0.77372384,0.71304345,0.4800171,0.05492994
44,0.77372384,0.77372384,0.71304345,0.4904071,0.054378267
45,0.77372384,0.77372384,0.71304345,0.47664085,0.057644326
46,0.77372384,0.77372384,0.71304345,0.48251414,0.05640103
47,0.77372384,0.77372384,0.71304345,0.48904282,0.058714245
48,0.77372384,0.77372384,0.71304345,0.47836003,0.05741434
49,0.77372384,0.77372384,0.71304345,0.46579486,0.058252543
50,0.77372384,0.77372384,0.71304345,0.4717618,0.058703844
51,0.77372384,0.77372384,0.71304345,0.4824529,0.059717327
52,0.77372384,0.77372384,0.71304345,0.47680378,0.057640765
53,0.77372384,0.77372384,0.71304345,0.48793304,0.05537274
54,0.77372384,0.77372384,0.71304345,0.48002857,0.054558937
55,0.77372384,0.77372384,0.71304345,0.4907242,0.054206826
56,0.77372384,0.77372384,0.71304345,0.4783247,0.054397967
57,0.77372384,0.77372384,0.71304345,0.48566195,0.051916223
58,0.77372384,0.77372384,0.71304345,0.48015687,0.052446812
59,0.7744941,0.7744941,0.67183465,0.49679554,0.054473557
60,0.7744941,0.7744941,0.67183465,0.47651413,0.05688756
61,0.7744941,0.7744941,0.67183465,0.4924916,0.0564579
62,0.7744941,0.7744941,0.67183465,0.49182343,0.054504506
63,0.7744941,0.7744941,0.67183465,0.4817381,0.054697335
64,0.7744941,0.7744941,0.67183465,0.48547673,0.054618504
65,0.7744941,0.7744941,0.67183465,0.482284,0.056006845
66,0.7744941,0.7744941,0.67183465,0.46875843,0.05608374
67,0.7744941,0.7744941,0.67183465,0.47938657,0.05468103
68,0.7744941,0.7744941,0.67183465,0.49407303,0.051809527
69,0.7744941,0.7744941,0.67183465,0.4860487,0.054003563
70,0.7744941,0.7744941,0.67183465,0.48113918,0.054871745
71,0.7744941,0.7744941,0.67183465,0.45827168,0.055337146
72,0.7744941,0.7744941,0.67183465,0.4761553,0.05582464
