gen,best_fitness,best_dice_ref,best_dice_k1,mean_fitness,mean_sigma
0,0.6276458,0.6276458,0.53801167,0.23517638,0.02
1,0.6276458,0.6276458,0.53801167,0.3285051,0.02456436
2,0.6276458,0.6276458,0.53801167,0.3885501,0.028220693
3,0.6276458,0.6276458,0.53801167,0.42133033,0.0322166
4,0.6276458,0.6276458,0.53801167,0.43205714,0.036024816
5,0.6276458,0.6276458,0.53801167,0.46401116,0.036494587
6,0.633609,0.633609,0.51902175,0.45497867,0.038413256
7,0.633609,0.633609,0.51902175,0.46070933,0.03989779
8,0.633609,0.633609,0.51902175,0.43993768,0.040965416
9,0.65355265,0.65355265,0.5525727,0.454642,0.045034133
10,0.65355265,0.65355265,0.5525727,0.4606119,0.047332987
11,0.65355265,0.65355265,0.5525727,0.44925132,0.05084316
12,0.65355265,0.65355265,0.5525727,0.45205158,0.051510695
13,0.65355265,0.65355265,0.5525727,0.4383159,0.05194028
14,0.6995418,0.6995418,0.61345494,0.4441759,0.051818762
15,0.6995418,0.6995418,0.61345494,0.4573987,0.051787276
16,0.760055,0.760055,0.6718147,0.45425928,0.053641815
17,0.760055,0.760055,0.6718147,0.4514644,0.05349982
18,0.760055,0.760055,0.6718147,0.45000005,0.05426442
19,0.760055,0.760055,0.6718147,0.42690498,0.05531239
20,0.760055,0.760055,0.6718147,0.42379978,0.05711602
21,0.760055,0.760055,0.6718147,0.39900166,0.05791086
22,0.760055,0.760055,0.6718147,0.42785972,0.057292428
23,0.760055,0.760055,0.6718147,0.438377,0.05727246
24,0.760055,0.760055,0.6718147,0.4415283,0.05709672
25,0.760055,0.760055,0.6718147,0.46031594,0.057169795
26,0.760055,0.760055,0.6718147,0.4540552,0.056368776
27,0.760055,0.760055,0.6718147,0.46063167,0.055904854
28,0.760055,0.760055,0.6718147,0.44400692,0.05557774
29,0.760055,0.760055,0.6718147,0.4450516,0.05698381
30,0.760055,0.760055,0.6718147,0.45160958,0.056634005
31,0.760055,0.760055,0.6718147,0.43534705,0.05594087
32,0.760055,0.760055,0.6718147,0.4446863,0.056356028
33,0.760055,0.760055,0.6718147,0.4388099,0.05814256
34,0.760055,0.760055,0.6718147,0.45063946,0.057811044
35,0.760055,0.760055,0.6718147,0.44318607,0.056948837
36,0.760055,0.760055,0.6718147,0.429454,0.05794433
37,0.760055,0.760055,0.6718147,0.44485253,0.05776089
38,0.760055,0.760055,0.6718147,0.44737706,0.057375256
39,0.760055,0.760055,0.6718147,0.45240048,0.055568334
40,0.760055,0.760055,0.6718147,0.45925894,0.05569613
41,0.760055,0.760055,0.6718147,0.4484816,0.05555042
42,0.760055,0.760055,0.6718147,0.46442047,0.054991484
43,0.760055,0.760055,0.6718147,0.43802422,0.054395165
44,0.760055,0.760055,0.6718147,0.44782257,0.056351405
45,0.760055,0.760055,0.6718147,0.43721303,0.05590161
46,0.77554125,0.77554125,0.6974596,0.43883702,0.05657883
47,0.77554125,0.77554125,0.6974596,0.4466214,0.056945655
48,0.77554125,0.77554125,0.6974596,0.43224278,0.056007396
49,0.77554125,0.77554125,0.6974596,0.45267716,0.057025276
50,0.77554125,0.77554125,0.6974596,0.44475052,0.0579996
51,0.77554125,0.77554125,0.6974596,0.45765096,0.058217406
52,0.77554125,0.77554125,0.6974596,0.44646552,0.05725888
53,0.77554125,0.77554125,0.6974596,0.4578891,0.054141402
54,0.77554125,0.77554125,0.6974596,0.45023075,0.05621553
55,0.77554125,0.77554125,0.6974596,0.4407451,0.054656386
56,0.77554125,0.77554125,0.6974596,0.42355984,0.056253325
57,0.7949394,0.7949394,0.7154471,0.43165055,0.055722766
58,0.7949394,0.7949394,0.7154471,0.4282421,0.055307288
59,0.85536677,0.85536677,0.8093481,0.44752434,0.054046497
60,0.85536677,0.85536677,0.8093481,0.4350854,0.05464262
61,0.85536677,0.85536677,0.8093481,0.45625174,0.056913115
62,0.85536677,0.85536677,0.8093481,0.46910107,0.053972207
63,0.85536677,0.85536677,0.8093481,0.45683643,0.054049965
64,0.85536677,0.85536677,0.8093481,0.46565136,0.051531084
65,0.85536677,0.85536677,0.8093481,0.44873044,0.053028315
66,0.85536677,0.85536677,0.8093481,0.4461801,0.053151812
67,0.85536677,0.85536677,0.8093481,0.43798718,0.054027896
68,0.85536677,0.85536677,0.8093481,0.4501982,0.053602092
69,0.85536677,0.85536677,0.8093481,0.44971108,0.0555888
70,0.85536677,0.85536677,0.8093481,0.42761907,0.054276396
71,0.85536677,0.85536677,0.8093481,0.4543259,0.052055594
72,0.85536677,0.85536677,0.8093481,0.4469167,0.052133247
73,0.85536677,0.85536677,0.8093481,0.45090425,0.053020436
74,0.85536677,0.85536677,0.8093481,0.4605928,0.05193845
75,0.85536677,0.85536677,0.8093481,0.44782662,0.0544677
76,0.85536677,0.85536677,0.8093481,0.443656,0.053962298
77,0.85536677,0.85536677,0.8093481,0.45939082,0.056362987
78,0.85536677,0.85536677,0.8093481,0.45947796,0.057219833
79,0.85536677,0.85536677,0.8093481,0.44727042,0.056089748
80,0.85536677,0.85536677,0.8093481,0.42823383,0.057831734
81,0.85536677,0.85536677,0.8093481,0.44868553,0.056177974
82,0.85536677,0.85536677,0.8093481,0.4454462,0.057026032
83,0.85536677,0.85536677,0.8093481,0.43518186,0.05649404
84,0.85536677,0.85536677,0.8093481,0.4489354,0.05662713
85,0.85536677,0.85536677,0.8093481,0.442665,0.055889767
86,0.85536677,0.85536677,0.8093481,0.444728,0.056979004
87,0.85536677,0.85536677,0.8093481,0.4483326,0.054311763
88,0.85536677,0.85536677,0.8093481,0.46074787,0.052488267
89,0.85536677,0.85536677,0.8093481,0.44958428,0.05497419
90,0.85536677,0.85536677,0.8093481,0.4377713,0.05583204
91,0.85536677,0.85536677,0.8093481,0.44704673,0.05626379
92,0.85536677,0.85536677,0.8093481,0.44468635,0.055965193
93,0.85536677,0.85536677,0.8093481,0.4533309,0.056889445
94,0.85536677,0.85536677,0.8093481,0.44742584,0.05644564
95,0.85536677,0.85536677,0.8093481,0.43120027,0.05651135
96,0.85536677,0.85536677,0.8093481,0.44195962,0.054657873
97,0.85536677,0.85536677,0.8093481,0.4510741,0.055215325
98,0.85536677,0.85536677,0.8093481,0.44636068,0.055763792
99,0.85536677,0.85536677,0.8093481,0.41431618,0.057042263
100,0.85536677,0.85536677,0.8093481,0.42668968,0.055486836
101,0.85536677,0.85536677,0.8093481,0.41705135,0.05369636
102,0.85536677,0.85536677,0.8093481,0.40989342,0.05486598
103,0.85536677,0.85536677,0.8093481,0.42255512,0.053226393
104,0.85536677,0.85536677,0.8093481,0.44871613,0.053818583
105,0.85536677,0.85536677,0.8093481,0.44693467,0.05360515
106,0.85536677,0.85536677,0.8093481,0.447782,0.05265904
107,0.85536677,0.85536677,0.8093481,0.46694276,0.053819224
108,0.85536677,0.85536677,0.8093481,0.46117112,0.055445995
109,0.85536677,0.85536677,0.8093481,0.4646556,0.054456215
110,0.85536677,0.85536677,0.8093481,0.4480419,0.054232605
111,0.85536677,0.85536677,0.8093481,0.45464504,0.055669572
112,0.85536677,0.85536677,0.8093481,0.46166158,0.0544741
113,0.85536677,0.85536677,0.8093481,0.4567736,0.055443287
114,0.85536677,0.85536677,0.8093481,0.45591277,0.05706117
115,0.85536677,0.85536677,0.8093481,0.43764713,0.05546458
116,0.85536677,0.85536677,0.8093481,0.43941426,0.05484973
117,0.85536677,0.85536677,0.8093481,0.43884942,0.055078674
118,0.85536677,0.85536677,0.8093481,0.45669383,0.056278456
119,0.85536677,0.85536677,0.8093481,0.46036765,0.058571335
120,0.85536677,0.85536677,0.8093481,0.4526022,0.059680495
121,0.85536677,0.85536677,0.8093481,0.46306774,0.05675806
122,0.85536677,0.85536677,0.8093481,0.44923458,0.05662759
123,0.85536677,0.85536677,0.8093481,0.43520707,0.05830189
124,0.85536677,0.85536677,0.8093481,0.43144456,0.057229836
125,0.85536677,0.85536677,0.8093481,0.456186,0.056683592
126,0.85536677,0.85536677,0.8093481,0.4423262,0.05472808
127,0.85536677,0.85536677,0.8093481,0.43930927,0.05541665
128,0.85536677,0.85536677,0.8093481,0.4505344,0.056378603
129,0.85536677,0.85536677,0.8093481,0.43415797,0.05690819
130,0.85536677,0.85536677,0.8093481,0.44953233,0.056836385
131,0.85536677,0.85536677,0.8093481,0.444393,0.058470648
132,0.85536677,0.85536677,0.8093481,0.43935174,0.0569486
133,0.85536677,0.85536677,0.8093481,0.44811055,0.057461075
134,0.85536677,0.85536677,0.8093481,0.4484412,0.057950012
135,0.85536677,0.85536677,0.8093481,0.4370007,0.058828082
136,0.85536677,0.85536677,0.8093481,0.44446588,0.058966726
137,0.85536677,0.85536677,0.8093481,0.42359647,0.059572298
138,0.85536677,0.85536677,0.8093481,0.4315038,0.058832157
139,0.85536677,0.85536677,0.8093481,0.42510137,0.05769754
140,0.85536677,0.85536677,0.8093481,0.4632672,0.056969628
141,0.85536677,0.85536677,0.8093481,0.45214555,0.059973363
142,0.85536677,0.85536677,0.8093481,0.43865517,0.059545517
143,0.85536677,0.85536677,0.8093481,0.42127132,0.058782566
144,0.85536677,0.85536677,0.8093481,0.4305949,0.060225718
145,0.85536677,0.85536677,0.8093481,0.4185449,0.060382333
146,0.85536677,0.85536677,0.8093481,0.42589068,0.060242362
147,0.85536677,0.85536677,0.8093481,0.42930195,0.059283804
148,0.85536677,0.85536677,0.8093481,0.41467097,0.058473676
149,0.85536677,0.85536677,0.8093481,0.44625175,0.05999964
150,0.85536677,0.85536677,0.8093481,0.44435924,0.06215483
151,0.85536677,0.85536677,0.8093481,0.4338175,0.05883019
152,0.85536677,0.85536677,0.8093481,0.4209042,0.057162568
153,0.85536677,0.85536677,0.8093481,0.42362052,0.056730986
154,0.85536677,0.85536677,0.8093481,0.4501137,0.057356566
155,0.85536677,0.85536677,0.8093481,0.45906925,0.05814084
156,0.85536677,0.85536677,0.8093481,0.44352588,0.05768875
157,0.85536677,0.85536677,0.8093481,0.45716935,0.058230568
158,0.85536677,0.85536677,0.8093481,0.4428755,0.057723686
159,0.85536677,0.85536677,0.8093481,0.4622279,0.05782606
160,0.85536677,0.85536677,0.8093481,0.45680606,0.054206625
161,0.85536677,0.85536677,0.8093481,0.45438018,0.054860257
162,0.85536677,0.85536677,0.8093481,0.43959975,0.054615244
163,0.85536677,0.85536677,0.8093481,0.43530175,0.054063607
164,0.8698704,0.8698704,0.80774194,0.43211234,0.054647025
165,0.8698704,0.8698704,0.80774194,0.44155502,0.05593408
166,0.8698704,0.8698704,0.80774194,0.44945708,0.056455392
167,0.8698704,0.8698704,0.80774194,0.4573061,0.05864746
168,0.8698704,0.8698704,0.80774194,0.45191303,0.056706376
169,0.8698704,0.8698704,0.80774194,0.44351804,0.058401093
170,0.8698704,0.8698704,0.80774194,0.44450092,0.058636606
171,0.8698704,0.8698704,0.80774194,0.44716075,0.05665818
