gen,best_fitness,best_dice_ref,best_dice_k1,mean_fitness,mean_sigma
0,0.8769142,0.62150204,0.5363129,0.68349075,0.02
1,0.87943536,0.55805206,0.48464164,0.7695822,0.023820352
2,0.87943536,0.55805206,0.48464164,0.843383,0.027745977
3,0.88597846,0.684063,0.58957654,0.85957736,0.02994754
4,0.888819,0.7139905,0.625387,0.86409307,0.033276394
5,0.8946975,0.7369016,0.6625578,0.861524,0.03416394
6,0.8946975,0.7369016,0.6625578,0.86601555,0.036500353
7,0.8946975,0.7369016,0.6625578,0.86491674,0.03805998
8,0.89579415,0.72491664,0.65500796,0.86810356,0.03531445
9,0.89579415,0.72491664,0.65500796,0.8700783,0.035596747
10,0.89579415,0.72491664,0.65500796,0.8667016,0.03715037
11,0.89579415,0.72491664,0.65500796,0.8668532,0.041345995
12,0.89579415,0.72491664,0.65500796,0.86796325,0.041057803
13,0.89579415,0.72491664,0.65500796,0.87166184,0.04138091
14,0.89579415,0.72491664,0.65500796,0.8714185,0.041339792
15,0.89579415,0.72491664,0.65500796,0.8688012,0.04680452
16,0.89579415,0.72491664,0.65500796,0.8707912,0.049542677
17,0.89579415,0.72491664,0.65500796,0.86741716,0.05117789
18,0.89579415,0.72491664,0.65500796,0.87062895,0.04452882
19,0.89579415,0.72491664,0.65500796,0.8720393,0.046238426
20,0.89579415,0.72491664,0.65500796,0.87002456,0.047972098
21,0.89579415,0.72491664,0.65500796,0.8710261,0.047846537
22,0.89579415,0.72491664,0.65500796,0.8704507,0.047645442
23,0.89800054,0.7599884,0.6883721,0.87136596,0.04794791
24,0.89800054,0.7599884,0.6883721,0.8713566,0.04766538
25,0.89800054,0.7599884,0.6883721,0.87174904,0.04869042
26,0.89800054,0.7599884,0.6883721,0.87202513,0.048621632
27,0.89800054,0.7599884,0.6883721,0.8735038,0.04758699
28,0.89800054,0.7599884,0.6883721,0.87337035,0.044886425
29,0.89800054,0.7599884,0.6883721,0.8741237,0.04602767
30,0.89800054,0.7599884,0.6883721,0.8747313,0.047751483
31,0.89800054,0.7599884,0.6883721,0.8733825,0.0479431
32,0.89800054,0.7599884,0.6883721,0.8722325,0.051799458
33,0.89800054,0.7599884,0.6883721,0.87576705,0.049720287
34,0.89800054,0.7599884,0.6883721,0.872926,0.049646072
35,0.89800054,0.7599884,0.6883721,0.87291497,0.050314743
36,0.89800054,0.7599884,0.6883721,0.87350166,0.049241535
37,0.9040804,0.8466558,0.77260274,0.8749637,0.048347738
38,0.9040804,0.8466558,0.77260274,0.87261856,0.04962763
39,0.9040804,0.8466558,0.77260274,0.87314874,0.051023666
40,0.91509616,0.8566141,0.79477125,0.8737904,0.050302625
41,0.91509616,0.8566141,0.79477125,0.87358963,0.04954912
