gen,best_fitness,best_dice_ref,best_dice_k1,mean_fitness,mean_sigma
0,0.64491034,0.53946185,0.43329254,0.26827538,0.02
1,0.6475181,0.53840834,0.43820226,0.45753697,0.024175124
2,0.6933538,0.61338425,0.53094465,0.5415394,0.027337594
3,0.69559276,0.61314833,0.5218801,0.54128826,0.030174993
4,0.7104611,0.62660104,0.5388601,0.58557415,0.03220075
5,0.7849748,0.69694877,0.5967016,0.58377093,0.034328766
6,0.7849748,0.69694877,0.5967016,0.59120226,0.037735626
7,0.7849748,0.69694877,0.5967016,0.5936742,0.039546963
8,0.7954905,0.70813864,0.61042947,0.59387434,0.040289186
9,0.800021,0.69982433,0.585034,0.5479818,0.040542234
10,0.82833946,0.7594215,0.6829971,0.6077662,0.038542237
11,0.82833946,0.7594215,0.6829971,0.61025316,0.03634938
12,0.82833946,0.7594215,0.6829971,0.60422975,0.035711627
13,0.82833946,0.7594215,0.6829971,0.6235382,0.03399082
14,0.82833946,0.7594215,0.6829971,0.64743483,0.03605109
15,0.84071094,0.76304805,0.6795048,0.65999544,0.035407778
16,0.84071094,0.76304805,0.6795048,0.64056426,0.035947934
17,0.84071094,0.76304805,0.6795048,0.63587123,0.036136426
18,0.84071094,0.76304805,0.6795048,0.6426786,0.03734173
19,0.84071094,0.76304805,0.6795048,0.63808256,0.036004905
20,0.84071094,0.76304805,0.6795048,0.6428259,0.038952176
21,0.84414995,0.77208996,0.6901763,0.6396221,0.04059712
22,0.84414995,0.77208996,0.6901763,0.6436216,0.03912754
23,0.84414995,0.77208996,0.6901763,0.63289744,0.04052961
24,0.84414995,0.77208996,0.6901763,0.62329906,0.03923496
25,0.84414995,0.77208996,0.6901763,0.6401269,0.041469097
26,0.84414995,0.77208996,0.6901763,0.6296476,0.041023634
27,0.84414995,0.77208996,0.6901763,0.62259674,0.04442921
28,0.84414995,0.77208996,0.6901763,0.6441654,0.042657357
29,0.84414995,0.77208996,0.6901763,0.6193337,0.0437779
30,0.84414995,0.77208996,0.6901763,0.6384068,0.04301403
31,0.84414995,0.77208996,0.6901763,0.6413915,0.044237204
32,0.84414995,0.77208996,0.6901763,0.639482,0.04368269
33,0.84414995,0.77208996,0.6901763,0.6512729,0.042781714
34,0.84572434,0.77381134,0.6956522,0.62205446,0.04355018
35,0.84572434,0.77381134,0.6956522,0.6395757,0.043225694
36,0.84572434,0.77381134,0.6956522,0.6080957,0.045530654
37,0.84572434,0.77381134,0.6956522,0.6323837,0.04567138
38,0.84572434,0.77381134,0.6956522,0.63342655,0.042306256
39,0.84572434,0.77381134,0.6956522,0.654653,0.042706367
40,0.84572434,0.77381134,0.6956522,0.6519081,0.042502537
41,0.84572434,0.77381134,0.6956522,0.64542913,0.041863695
42,0.84572434,0.77381134,0.6956522,0.6323859,0.04319171
43,0.84572434,0.77381134,0.6956522,0.6183476,0.044153783
44,0.84572434,0.77381134,0.6956522,0.64950323,0.044021584
45,0.84572434,0.77381134,0.6956522,0.6372917,0.04342993
46,0.84572434,0.77381134,0.6956522,0.6334051,0.04808607
